Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
DE,F1,0.16954541206359863,56473.391070738784,56473.391070738784,56473.391070738784,56473.391070738784,56473.391070738784,56473.391070738784,51875.106587743976,51875.106587743976,51875.106587743976,51875.106587743976,51875.106587743976,45825.388163375595,43929.185527730544,43929.185527730544,39139.833444105745,39139.833444105745,39139.833444105745,38570.490907761254,38570.490907761254,37665.449898987965,36445.13082907627,36445.13082907627,35171.11355275376,35171.11355275376,33146.079068922314,32820.012770635185,32327.903395013192,30864.026082986333,28923.331047313462,23711.594997917273,23711.594997917273,21469.04963728387,20220.467137681066,17960.25637780694,17960.25637780694,17960.25637780694,16371.159574899943,16371.159574899943,16371.159574899943,16371.159574899943,15568.935609997669,14956.512266609581,14956.512266609581,14956.512266609581,14956.512266609581,13695.1979211508,13303.831985596138,13303.831985596138,12136.941834948631,11472.049564329976,11472.049564329976,11472.049564329976,7159.880334878785,7159.880334878785,6760.157980883207,6760.157980883207,6760.157980883207,6760.157980883207,6760.157980883207,6760.157980883207,6760.157980883207,6760.157980883207,6760.157980883207,6760.157980883207,6760.157980883207,5999.030758675121,5999.030758675121,4925.883942797869,4925.883942797869,4925.883942797869,4925.883942797869,4409.370819986761,4409.370819986761,4409.370819986761,4409.370819986761,4085.8786880003568,4077.0856845391772,4077.0856845391772,4077.0856845391772,4052.0288950470267,3860.6035074619504,3525.634315027345,3525.634315027345,3085.36304381866,3085.36304381866,2820.9196110555877,2820.9196110555877,2820.9196110555877,2781.3488304070706,2781.3488304070706,2338.3882611516683,2338.3882611516683,2108.3504230623457,2108.3504230623457,2108.3504230623457,2108.3504230623457,2108.3504230623457,2108.3504230623457,1802.4741053388304,1802.4741053388304
DE,F1,0.18350911140441895,73089.20800296716,73089.20800296716,73089.20800296716,73089.20800296716,73089.20800296716,73089.20800296716,61439.8599731903,61439.8599731903,52276.535335303204,52276.535335303204,52108.104479928035,52108.104479928035,52108.104479928035,52108.104479928035,50088.19124254088,50088.19124254088,37903.477868293085,35441.82302260274,35441.82302260274,30013.446283644178,29987.932974457075,29987.932974457075,29987.932974457075,29987.932974457075,29511.25033875292,29511.25033875292,29511.25033875292,29511.25033875292,28409.830532041033,19584.530998405255,19584.530998405255,19584.530998405255,19584.530998405255,18407.15331982351,18407.15331982351,18407.15331982351,18407.15331982351,17941.985696714215,13557.071017676803,13557.071017676803,13557.071017676803,13557.071017676803,13341.861226230387,13341.861226230387,13341.861226230387,13341.861226230387,11360.197194234612,11360.197194234612,11360.197194234612,10050.81211190619,9520.24875777414,9520.24875777414,9520.24875777414,9520.24875777414,9520.24875777414,8644.487585997513,8253.76145641203,5728.965167737456,5728.965167737456,3937.2117416793144,3937.2117416793144,3937.2117416793144,3937.2117416793144,3937.2117416793144,3937.2117416793144,3937.2117416793144,3745.1466174137286,3745.1466174137286,3745.1466174137286,3745.1466174137286,3745.1466174137286,3745.1466174137286,3745.1466174137286,3745.1466174137286,3547.2303988951435,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1639.9414030646324,1563.1743055671068,1563.1743055671068,1563.1743055671068,1273.5672328736393,1273.5672328736393,1198.3174781984214,1198.3174781984214,1198.3174781984214,1198.3174781984214,1178.0192764814285
DE,F1,0.18051624298095703,60198.61197077381,60198.61197077381,60198.61197077381,60198.61197077381,60198.61197077381,60198.61197077381,60198.61197077381,60198.61197077381,59260.7512171608,59260.7512171608,57240.94135572429,54131.305764066696,30075.559707151733,30075.559707151733,30075.559707151733,30075.559707151733,30075.559707151733,30075.559707151733,29490.859663169755,29490.859663169755,29490.859663169755,29490.859663169755,29490.859663169755,25694.52838395468,25694.52838395468,25694.52838395468,25694.52838395468,25694.52838395468,22191.175121489498,22191.175121489498,19759.21619696928,19759.21619696928,19759.21619696928,19759.21619696928,17666.882822209533,17666.882822209533,17666.882822209533,13202.59901494364,13202.59901494364,13202.59901494364,13202.59901494364,13202.59901494364,13202.59901494364,12910.517293448549,11771.567054984274,11771.567054984274,11771.567054984274,11010.646996615873,9010.279500151244,9010.279500151244,9010.279500151244,8270.867895883484,8270.867895883484,8270.867895883484,6882.230759670068,6440.970264145626,6440.970264145626,4334.456838693284,4334.456838693284,4334.456838693284,4334.456838693284,4334.456838693284,4334.456838693284,4334.456838693284,4334.456838693284,4093.46839808847,3750.5981926195927,3750.5981926195927,3544.755015440289,3544.755015440289,3287.879283557843,3287.879283557843,3287.879283557843,3287.879283557843,3287.879283557843,2149.563228341747,2149.563228341747,2149.563228341747,2149.563228341747,2149.563228341747,2149.563228341747,2149.563228341747,2149.563228341747,2149.563228341747,2043.9003218296182,2006.3139800952233,1784.8260573050268,1784.8260573050268,1784.8260573050268,1784.8260573050268,1784.8260573050268,1653.138891198504,1653.138891198504,1653.138891198504,1320.4052258966526,1320.4052258966526,1320.4052258966526,1151.4137504290054,1151.4137504290054,1151.4137504290054
DE,F1,0.1805417537689209,63270.190027830744,63270.190027830744,63270.190027830744,60308.53604239442,60308.53604239442,60308.53604239442,60308.53604239442,60308.53604239442,60308.53604239442,48457.07861027518,48457.07861027518,41178.907637203316,41178.907637203316,41178.907637203316,41178.907637203316,41178.907637203316,35546.1257793451,25811.305766891317,21874.58127067554,21874.58127067554,21874.58127067554,21874.58127067554,21874.58127067554,21874.58127067554,17188.11471496186,15289.631763847752,15289.631763847752,15289.631763847752,15289.631763847752,14150.269011875449,14150.269011875449,14150.269011875449,14150.269011875449,14150.269011875449,14150.269011875449,14150.269011875449,14150.269011875449,14150.269011875449,14095.169059849652,12431.06021128746,12431.06021128746,11378.221908578042,10553.429448007544,10553.429448007544,10553.429448007544,10553.429448007544,9639.956847704996,8815.183559922974,8815.183559922974,7972.257677287133,7972.257677287133,7972.257677287133,6638.08399834102,6638.08399834102,6168.519703482735,6168.519703482735,4709.480375389606,4709.480375389606,4709.480375389606,4709.480375389606,4709.480375389606,4709.480375389606,4709.480375389606,4709.480375389606,4709.480375389606,4709.480375389606,3377.891860789723,3377.891860789723,3377.891860789723,3377.891860789723,3377.891860789723,3377.891860789723,3122.47260280215,3063.674669751761,3063.674669751761,1910.6905603067464,1910.6905603067464,1910.6905603067464,1910.6905603067464,1910.6905603067464,1910.6905603067464,1910.6905603067464,1910.6905603067464,1910.6905603067464,1763.141844727394,1763.141844727394,1576.069249275623,1576.069249275623,1576.069249275623,1576.069249275623,1576.069249275623,1178.283529776257,1178.283529776257,1178.283529776257,1178.283529776257,1162.9052806726122,1162.9052806726122,1162.9052806726122,1162.9052806726122,1064.4316929625631
DE,F1,0.199432373046875,76873.17668796936,76873.17668796936,76873.17668796936,76873.17668796936,73553.40661856497,73553.40661856497,62231.073630480474,62231.073630480474,61270.13269575193,60788.21217949482,57141.11213512477,57141.11213512477,45828.135785994804,45828.135785994804,45828.135785994804,45828.135785994804,45828.135785994804,39809.72914471002,39809.72914471002,39809.72914471002,36704.12926687776,36704.12926687776,36704.12926687776,34738.82868786411,33484.631478095755,30009.050509100387,30009.050509100387,21659.170962464774,21659.170962464774,21659.170962464774,21659.170962464774,21659.170962464774,17394.089668360273,17394.089668360273,17394.089668360273,17394.089668360273,16319.814097471713,16319.814097471713,16319.814097471713,16319.814097471713,16319.814097471713,16319.814097471713,16319.814097471713,16319.814097471713,15804.862658353702,15804.862658353702,15259.98649607656,12978.51474303215,10733.363004445564,10733.363004445564,10733.363004445564,7617.574602160997,7617.574602160997,7617.574602160997,7617.574602160997,7617.574602160997,7617.574602160997,7617.574602160997,7617.574602160997,7617.574602160997,7617.574602160997,5997.952394169373,5997.952394169373,5997.952394169373,5833.902616729509,5833.902616729509,5611.7003086051445,4486.248485071754,4122.254163094994,4122.254163094994,4122.254163094994,4122.254163094994,4122.254163094994,4122.254163094994,4122.254163094994,4122.254163094994,3960.909491135024,3256.9108803839526,3256.9108803839526,3256.9108803839526,3256.9108803839526,2783.377102770224,2783.377102770224,2747.8011692300765,2747.8011692300765,2747.8011692300765,1557.147681417832,1557.147681417832,1557.147681417832,1557.147681417832,1557.147681417832,1557.147681417832,1557.147681417832,1557.147681417832,1557.147681417832,1557.147681417832,1401.7049036373585,1401.7049036373585,1401.7049036373585,1272.0216904748374
DE,F1,0.24132227897644043,70783.51345814545,70783.51345814545,70783.51345814545,57919.35499950631,57919.35499950631,43071.80380361839,43071.80380361839,43071.80380361839,43071.80380361839,43071.80380361839,43071.80380361839,43071.80380361839,40940.52619865252,38661.310204677466,38661.310204677466,38661.310204677466,38010.223727479366,31579.833008872047,31579.833008872047,31579.833008872047,30343.534849667474,30343.534849667474,28858.407753222324,28858.407753222324,22501.947779251786,22501.947779251786,22501.947779251786,22501.947779251786,22501.947779251786,22501.947779251786,22501.947779251786,22501.947779251786,22096.489506231002,17060.2994755977,17060.2994755977,17060.2994755977,15395.012817261962,15395.012817261962,15395.012817261962,14261.944172190024,14261.944172190024,12989.778519723519,10948.82627223835,10196.794853630756,10196.794853630756,10196.794853630756,10196.794853630756,10196.794853630756,8001.106351772119,8001.106351772119,8001.106351772119,6786.052639386971,6786.052639386971,6786.052639386971,6786.052639386971,6786.052639386971,6786.052639386971,6786.052639386971,6550.2977897084165,5421.3422268195745,5421.3422268195745,4396.491279542692,4396.491279542692,4396.491279542692,4396.491279542692,4396.491279542692,3065.0013869923305,3065.0013869923305,3065.0013869923305,3065.0013869923305,3065.0013869923305,2691.1344412849476,2691.1344412849476,2691.1344412849476,2691.1344412849476,2691.1344412849476,2507.0132432289856,2507.0132432289856,2507.0132432289856,2507.0132432289856,2507.0132432289856,2507.0132432289856,2507.0132432289856,2507.0132432289856,2507.0132432289856,2063.548701394991,2063.548701394991,1992.7974381518313,1992.7974381518313,1795.0255564976685,1795.0255564976685,1548.5848304035574,1548.5848304035574,1548.5848304035574,1427.8079727836619,1427.8079727836619,1427.8079727836619,1427.8079727836619,1222.629845706631,1222.629845706631
DE,F1,0.22040987014770508,62090.42162620661,58232.732131590994,58232.732131590994,58232.732131590994,58232.732131590994,58232.732131590994,58232.732131590994,58232.732131590994,58232.732131590994,52485.582886970005,52393.83769295827,52080.947844247865,50102.36151710028,42875.53810202004,42875.53810202004,42875.53810202004,37278.64853934537,35604.13546241053,35604.13546241053,34345.83838157989,34345.83838157989,34345.83838157989,34345.83838157989,34345.83838157989,30821.566140262963,30299.051488095203,23798.899689921316,20827.500407872736,20827.500407872736,20827.500407872736,20827.500407872736,19249.665483691217,19249.665483691217,15623.901709708416,15623.901709708416,15623.901709708416,15623.901709708416,9808.68399263251,9808.68399263251,9808.68399263251,9808.68399263251,9808.68399263251,9808.68399263251,9808.68399263251,9808.68399263251,9808.68399263251,8935.396112327302,8935.396112327302,8935.396112327302,8935.396112327302,8935.396112327302,8935.396112327302,8935.396112327302,8935.396112327302,6808.568402664087,6808.568402664087,6808.568402664087,6641.444928766594,6641.444928766594,6641.444928766594,6641.444928766594,6641.444928766594,6105.34051933826,6105.34051933826,5530.829109703005,5530.829109703005,5452.113238353982,5452.113238353982,5215.907272355907,5166.14000899493,4306.649364491765,4306.649364491765,4306.649364491765,4306.649364491765,4306.649364491765,3802.0336722043485,3802.0336722043485,3757.4446132640696,3757.4446132640696,3599.2441833409257,3106.781691062307,3106.781691062307,3106.781691062307,3104.93450487542,2892.67123293333,2787.9023983312627,2661.0383102613823,2365.817640014904,2034.52171375466,2034.52171375466,2034.52171375466,2034.52171375466,2034.52171375466,2034.52171375466,2034.52171375466,2034.52171375466,1944.2706034630587,1898.8554261824597,1898.8554261824597,1674.331983325808
DE,F1,0.19950556755065918,58547.57655288791,58547.57655288791,58547.57655288791,58547.57655288791,58547.57655288791,58547.57655288791,45003.372569084146,45003.372569084146,35164.75877302238,35164.75877302238,35164.75877302238,35164.75877302238,35164.75877302238,35164.75877302238,35164.75877302238,35164.75877302238,27621.754012255824,27621.754012255824,27621.754012255824,27621.754012255824,27621.754012255824,27621.754012255824,25624.216023020726,20436.079802605233,20436.079802605233,18122.989335857368,18122.989335857368,18122.989335857368,18122.989335857368,18122.989335857368,18122.989335857368,18122.989335857368,18122.989335857368,18122.989335857368,18122.989335857368,18122.989335857368,18122.989335857368,16947.202553703442,12610.784083419428,12610.784083419428,12610.784083419428,8948.559976029339,8948.559976029339,8948.559976029339,8948.559976029339,8948.559976029339,8948.559976029339,8948.559976029339,8948.559976029339,8948.559976029339,8567.395403239003,8567.395403239003,7877.629574594371,6912.901868202397,6912.901868202397,5374.344635494293,5374.344635494293,5374.344635494293,5374.344635494293,5374.344635494293,5374.344635494293,4426.954886410967,4426.954886410967,4426.954886410967,4426.954886410967,4426.954886410967,4426.954886410967,4379.382630507469,4198.143487986249,4075.5872641839705,3760.539386548246,3583.8973138419237,2648.924065088621,2648.924065088621,2648.924065088621,2648.924065088621,2648.924065088621,2648.924065088621,2383.3353065881597,2383.3353065881597,2256.1906798244954,2256.1906798244954,2256.1906798244954,2256.1906798244954,2118.1872670490798,2114.6781096874033,2040.296104580031,1892.1951651716674,1432.1060552337274,1432.1060552337274,1432.1060552337274,1364.198629884779,1364.198629884779,1364.198629884779,1187.062152322985,1187.062152322985,856.1896493526258,856.1896493526258,856.1896493526258,856.1896493526258
DE,F1,0.1705780029296875,66735.20108145245,66735.20108145245,66735.20108145245,66735.20108145245,66735.20108145245,66735.20108145245,66735.20108145245,62309.18321163604,54902.078438852775,54902.078438852775,54902.078438852775,54902.078438852775,48659.41466513321,48659.41466513321,44087.91619128773,44087.91619128773,37902.185502321714,34410.99594526134,32450.81502013545,32450.81502013545,32450.81502013545,32450.81502013545,29765.418439414516,27738.55816276259,27738.55816276259,27738.55816276259,27738.55816276259,21197.439862395757,21197.439862395757,21197.439862395757,21197.439862395757,21197.439862395757,20465.16284271729,20465.16284271729,20465.16284271729,20465.16284271729,18205.02630218598,18205.02630218598,17614.737837713357,17614.737837713357,17013.27952369274,17013.27952369274,13437.184144993878,13437.184144993878,13437.184144993878,11403.639635428417,11403.639635428417,11403.639635428417,11403.639635428417,11403.639635428417,11403.639635428417,11403.639635428417,10739.104741361125,10739.104741361125,9884.412361854529,9884.412361854529,9884.412361854529,8329.334644539336,8329.334644539336,7638.67198211541,7638.67198211541,7530.7882423859355,7530.7882423859355,7227.920059722438,7227.920059722438,6335.751851283375,6335.751851283375,6335.751851283375,3906.298710305931,3906.298710305931,3906.298710305931,3906.298710305931,3906.298710305931,3906.298710305931,3337.1378597603384,3337.1378597603384,3337.1378597603384,3337.1378597603384,3337.1378597603384,3337.1378597603384,2849.5489532142765,2724.124163924444,2724.124163924444,2635.553158675725,2635.553158675725,2635.553158675725,2270.4149490902405,2270.4149490902405,2055.536421297333,2055.536421297333,2055.536421297333,1893.6822322696637,1443.1286726843018,1388.8292397560801,1388.8292397560801,1388.8292397560801,1133.298332719716,1133.298332719716,1133.298332719716,1133.298332719716
DE,F1,0.17653274536132812,67732.28300961913,67732.28300961913,67732.28300961913,67732.28300961913,65784.76322077928,65784.76322077928,54189.39306057375,54189.39306057375,53281.92597014319,52207.280771064,52207.280771064,52207.280771064,52207.280771064,52207.280771064,52207.280771064,48217.841703520266,44830.229907127316,39782.255976540764,39782.255976540764,34978.62095820512,34978.62095820512,34978.62095820512,31766.243938279746,31766.243938279746,31766.243938279746,31766.243938279746,31766.243938279746,29594.285059646852,29217.60079689222,22541.342944240343,22541.342944240343,22332.686394245655,22332.686394245655,18423.013420546744,18423.013420546744,18423.013420546744,12705.838970771681,12705.838970771681,11374.26229538031,9360.71861375569,8325.245000554527,8325.245000554527,8325.245000554527,8325.245000554527,8325.245000554527,8325.245000554527,8325.245000554527,8325.245000554527,8324.735706923124,8324.735706923124,8047.649246645913,8047.649246645913,8047.649246645913,7923.44778174021,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4925.373327538846,4324.732692404081,4324.732692404081,3733.778792491362,3733.778792491362,3733.778792491362,2671.5459561658463,2671.5459561658463,2671.5459561658463,2671.5459561658463,2671.5459561658463,2671.5459561658463,2671.5459561658463,2575.1503526902184,2575.1503526902184,2575.1503526902184,2324.1322282201168,2324.1322282201168,2324.1322282201168,2324.1322282201168,2227.0995033079016,2227.0995033079016,1931.0174025719082,1819.9033583770558,1819.9033583770558,1819.9033583770558,1507.7260579965146,1441.0621131424618,1441.0621131424618,1141.5358741547338,1141.5358741547338,1141.5358741547338,1141.5358741547338,1141.5358741547338
