Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
WOA,F1,0.14860248565673828,77188.60112812929,70323.25990104525,40322.855570883214,33497.493076280894,17614.546765341198,16690.47798649477,12261.318364614322,10780.676667203626,8009.279789207123,4110.308233562074,2222.7636773875847,1638.7766628044715,1384.078847927413,965.5962313302144,762.1862869754519,447.90633697835017,234.62433708382562,201.35199645117882,89.82886056599915,78.7812405706314,70.13816708200925,52.04090276400889,25.298107555214482,21.472641348830418,11.366248985682128,3.76610086505121,1.8363863808962826,1.457064692937439,0.8366655944902988,0.4953472299920248,0.39551067713559324,0.2597629925575617,0.20717768817362467,0.17627456897625896,0.11776319066968566,0.04191216350283937,0.03439655505189345,0.0289628021156021,0.014270782502438973,0.008429185447612026,0.006786919437483261,0.004737897324801672,0.004188561869226383,0.0035164236656847615,0.0028034217407358303,0.001807778935562159,0.001587671591925381,0.0013823900379325326,0.0012334061768634697,0.0011942851749073811
WOA,F1,0.16489887237548828,81162.31660305262,81162.31660305262,62814.67822836191,58470.543788656076,29267.63706386865,19793.063934275615,14906.39523118718,5925.4632669239945,3004.0606921575554,2403.9155217757925,1741.7781543356327,1556.8773924755665,895.900098559335,836.8565888246651,605.6804588069933,433.0628311325172,228.6721391615065,83.07069156904696,73.0045436620012,66.08123738416239,48.464521687853704,32.665008448221705,14.621463696448775,10.58942505455478,4.928536317937104,2.9243552093728886,2.567128170409713,1.3185177093157987,1.0863882904873443,0.6611758203889715,0.4560370733486223,0.2908275145878347,0.1842927389341371,0.10853963138668926,0.05422063898021534,0.018015547998946883,0.013966080909844423,0.0016619816929737648,0.00010326079991173007,3.239257339464914e-05,2.8791609534702645e-05,1.6659262184976547e-05,1.5107725594893144e-05,1.2015397738074526e-05,1.0436383120042764e-05,9.339443306136156e-06,8.70693251015098e-06,8.218653650329147e-06,7.76742327030477e-06,7.119913027520649e-06
WOA,F1,0.15282392501831055,72266.93032760436,70047.91005852292,56495.52978833742,41497.71580978502,27287.887465595653,26193.108323452157,23564.31137431298,16213.089335801942,14221.362900871642,13584.683603872296,9571.266074835568,3907.1491978709955,2975.025052204905,2890.7550023350277,2636.3644382059583,2151.5666463076973,1906.8908064415493,1367.992930228332,661.4251808368682,509.4203685155106,429.99873015646403,339.07768020270055,264.1869986529943,156.83321441372595,78.69870548635325,12.840650894177472,2.322575167275402,0.8190825532109927,0.49642999787316555,0.3474928771706626,0.23812053155240093,0.11602358552170686,0.08063920339001437,0.028978212219364523,0.02060254702294784,0.01887648351065686,0.013071360764667847,0.01114706488134677,0.008949902960254373,0.005010986716758071,0.003907079416055926,0.003093904629698826,0.0018214339016162343,0.0006868838238675373,0.0004549163907005746,0.00037970655938186743,0.00031095986874673414,0.00027557287328491896,0.00023428477896864907,0.0002227083864489554
WOA,F1,0.1538105010986328,81014.53118642811,73342.237012389,58212.82205895806,52406.08358132229,45593.799716279165,38789.360217048285,31920.93137723405,26784.624430570526,18727.657363633447,7587.541686822862,3480.588820929668,3480.588820929668,2806.969914402485,2318.261383157697,1895.2624712637466,1633.2160350635183,897.6184924847247,614.8715215074174,148.70730029106974,66.44805857664119,51.34043111983709,19.41730298560864,15.68005640982719,1.621168323104604,1.522322170720317,0.8050560357831421,0.5093525843578547,0.4116986064268175,0.21621578771485978,0.11086352018338108,0.07536453837013617,0.056276195571208366,0.030027951483354794,0.021000023935719835,0.0020381928518587757,0.0009154936280663192,0.0003427290778060755,0.00027367824041904976,0.00018492513302130148,8.369273151605594e-05,6.648506097625798e-05,4.981915981106762e-05,4.4201653467357414e-05,3.408923359654109e-05,2.7111109615241612e-05,1.9688635226248394e-05,1.655187592715298e-05,9.044957336786435e-06,7.278747059384419e-06,5.824749337996649e-06
WOA,F1,0.1486046314239502,61830.779958728745,59886.0180781042,39133.26120365006,30248.217266809006,26892.721129911144,20040.09329679226,16615.13302621176,6149.797613583574,4044.474077609622,3605.5229417763107,3449.765618168617,2431.6166453708934,1051.828896209487,727.8755840498571,437.6547219082777,325.004357667436,248.89251828039713,209.43286029351407,118.4999597551414,113.3584563417949,83.91650405156447,60.9200558796876,34.05646182554501,24.174088726487142,13.917003340739027,12.186210974903256,8.466828229690904,4.948537376300739,1.493281611774493,1.1498986271822182,0.8426545663415895,0.3929571934101119,0.304267891237948,0.18618505314826278,0.11017517270802231,0.0718167801754028,0.028572824763379898,0.019037839193281343,0.00931256705751691,0.006468282121629812,0.004621146898481357,0.0041601102899123535,0.002615297282564751,0.0017804976679302443,0.0013236743266266877,0.0012076569382604397,0.00105226402535301,0.0009302278174225476,0.0008767395693188902,0.0008112356420609596
WOA,F1,0.14859676361083984,71847.52488150392,59859.28553186505,47612.06877470345,42135.29027716584,37382.23152454387,30105.6054915459,18995.408256721905,10347.2154019999,8157.475438111295,7470.561025838262,7407.58604475776,4142.685920199059,3331.953699076841,3183.9764700676797,1505.6903754223533,790.7805491800005,283.055750515251,56.46478661507463,49.816277516770114,29.997787522286856,17.167901969465536,12.758538878760499,8.278228401924896,5.312372205404233,4.222773623380459,2.778871764612587,1.9167215991525606,0.8670139824686018,0.7009993347475155,0.2767733048260268,0.21832101402623316,0.08973534816465395,0.022168561845433886,0.016009167153971146,0.013424001811309871,0.011957696952386802,0.01020026953615107,0.004535075762426476,0.0036731940901506494,0.0027992132893835033,0.002023923388390426,0.0017177916884510095,0.001684509173161123,0.0013550642946894322,0.0011482011188729897,0.0010676391187859657,0.0009890089981563755,0.0009124393219045935,0.0008745294506666065,0.0008252897826458699
WOA,F1,0.15860772132873535,69647.19480582284,61722.335868155664,38560.11082485834,35622.87117871298,35101.92609851879,23875.658143291366,20573.869644617058,9920.280139771708,5550.606665761568,4682.798142002858,3433.4108444139824,2822.0446854674847,2316.77591092627,1270.6199811759243,419.4055004796282,310.3543858693358,149.6321528368179,131.69930457260833,129.78662003985667,66.15171099649312,55.67963686621031,19.357160306491792,5.646623818209451,3.1348388025037486,2.552486977841508,1.9795151736631669,1.435864205558744,1.3414494595933864,0.8702105201643159,0.4380224476250719,0.20433362486941506,0.0903348073538018,0.026945404050590118,0.01939095075543379,0.013237626965740164,0.005822271050499139,0.004929379165638878,0.0028229665042538853,0.0011797490310413716,0.0008781303496641272,0.0004099675808290426,0.0002513568465869038,0.00021498438917333376,0.00012157107806315206,9.795846766878713e-05,9.22701298506667e-05,8.498545986036741e-05,7.77489287230631e-05,7.398122001093328e-05,7.013433431946915e-05
WOA,F1,0.16751480102539062,61564.469933257074,59097.463750552444,39661.216416829775,36297.77580739727,34960.526776629624,33996.20544585671,28413.25354104338,22726.22937842632,21293.86030842566,19928.115576055967,11577.375638805905,10405.836199207059,8611.149215701906,3662.9640087535468,1186.4098019113344,342.0944179742911,212.0941503283422,189.9440009803574,171.4931872511107,147.63205641860276,75.98115583882135,57.10219957370895,39.37146360878609,31.406338642733463,27.813903491229507,9.709095604070592,6.879232308496999,3.8209599275901676,1.3311539546977533,1.2396136468962806,0.9335766665271562,0.7114308897495857,0.5935260638333156,0.4175507648366277,0.278357556131158,0.210527643280941,0.17221385725035868,0.1321697316378536,0.09848311795447771,0.07877617538145243,0.041953077015574616,0.02773911708977788,0.016966422759943905,0.011765393761183985,0.010288130011038897,0.00937581415041473,0.007965310530500544,0.006432321842583974,0.005479028538883905,0.004995437357743624
WOA,F1,0.15059733390808105,67701.38214369162,64981.130121456765,50857.39670937545,46566.83500730283,44986.50071271896,43227.592579465134,19688.266074628606,13422.765096319583,10244.485006729486,8605.984375144726,6551.884994825257,5227.978182485797,3032.5000239023007,2729.6506440135818,1485.3472537879097,980.3198458101161,483.6204543235331,394.3646872755178,348.16839441181656,306.3117123440233,249.20765461901482,159.59878633756233,126.11389080773849,74.69321037838708,58.34923316618637,27.81295164769563,11.319040450954779,10.475354942125973,4.136351745998696,2.493313171316023,1.89211200951652,1.5409393503759703,0.9534358240817865,0.6639561287329951,0.5016177764944377,0.2928735116421409,0.23873568756053212,0.17465571699958965,0.1207332564034464,0.09670944188573995,0.06342472329869019,0.04221675429555284,0.03300677020752936,0.026520724780304355,0.020726756667153373,0.01709172157713368,0.01389210737061796,0.011350546513070669,0.009046915896774385,0.007987707472320416
WOA,F1,0.14568376541137695,58995.464356819044,56768.25053412375,40390.07992564595,33258.361316254865,17418.119703165976,13398.688841544552,8236.748508036202,7922.188991002758,4443.204288075783,4443.204288075783,3630.0277517277163,2698.261936021408,1927.4401855853655,1488.4692866262283,1004.6742997679077,671.9744412424305,612.5421717521103,457.8188278475484,284.09782257014825,222.3246171476729,178.55665098316058,171.69298986275044,145.70833326171544,44.72710201099983,44.19965861542129,8.06910191896317,5.491379129951597,2.2645227569573114,1.3848769473301268,1.0948056154307984,0.9447934759966572,0.6664121732507221,0.43109734268954497,0.2465757511100442,0.16214278789490655,0.09737333261135928,0.0504508733132846,0.04171938764106842,0.02348358575450973,0.01306105521440391,0.009332575305145262,0.006823137016270523,0.003901313261360144,0.0024355013693309674,0.001422543075566305,0.0007448498797688225,0.0005241375329293007,0.0004656474949129317,0.0003841384122414284,0.0002908946462826372
